INCOME,AGE_IN_YEARS,HAS_CHILDREN,RENTER,OWNER,GOOD_CREDIT,COLLEGE_DEGREE,AVG_DIST_FROM_HOME,MILLENIAL,MID_LEVEL_AUTO,DISTANCE_FROM_HOME,TRAVELER,TIME_OF_DAY,BUY_LABEL
27500.0087,55.452702217787795,1.0,0,1,1,0,10.99,0,1,7,0,9,BUY
47500.0038,59.223513,1.0,0,1,0,0,26.009999999999998,0,1,3,0,10,BUY
5000.0047,45.058773,0.0,0,1,1,1,7.76,0,1,7,0,9,BUY
70000.0028,27.559268,1.0,0,1,1,0,5.9399999999999995,1,1,9,0,9,BUY
87500.0041,59.894586000000004,0.0,0,1,1,0,29.339999999999996,0,1,22,0,11,BUY
42500.0009,58.139161,1.0,0,1,0,1,25.04,0,1,28,0,6,BUY
62500.0041,45.225181,0.0,0,0,1,0,13.05,0,1,7,0,11,BUY
5000.0011,55.4451022177878,0.0,0,1,0,1,9.45,0,1,7,0,15,BUY
22500.0061,63.143677000000004,0.0,0,0,0,1,1.77,0,1,7,0,13,BUY
87500.0009,58.30617,0.0,0,1,1,1,18.9,0,1,39,0,6,BUY
62500.0016,55.4456022177878,0.0,0,1,1,0,13.58,0,1,7,0,12,BUY
80372.1821753994,55.449702217787795,0.0,0,0,1,0,16.92,0,1,35,0,6,BUY
57500.0019,55.558368,0.0,1,0,1,0,0.5499999999999998,0,1,8,0,16,BUY
37500.009,46.648288,1.0,0,1,1,1,31.14,0,1,32,0,10,BUY
42500.0074,72.815066,1.0,0,1,0,0,9.65,0,1,2,0,11,BUY
80372.1769753994,55.4445022177878,0.0,0,0,1,0,16.1,0,1,23,0,9,BUY
87500.0082,37.648173,1.0,0,1,1,0,52.56,0,1,32,0,8,BUY
57500.0006,55.444602217787796,1.0,0,0,1,0,24.12,0,1,25,0,10,BUY
32500.0038,55.447802217787796,0.0,0,0,1,0,5.91,0,1,6,0,8,BUY
87500.0046,55.4486022177878,0.0,0,1,1,0,22.54,0,1,40,0,11,BUY
47500.0015,44.056257,1.0,0,1,1,1,49.8,0,1,16,0,9,BUY
62500.0076,36.396375,0.0,0,1,0,0,21.68,0,1,22,0,11,BUY
87500.0036,35.809213,1.0,0,1,1,0,47.339999999999996,0,1,38,0,6,BUY
62500.0046,45.644573,1.0,0,1,1,0,37.620000000000005,0,1,26,0,10,BUY
47500.0058,38.144061,0.0,0,1,1,1,11.899999999999999,0,1,9,0,16,BUY
70000.0098,46.31507,1.0,1,0,1,0,43.739999999999995,0,1,39,0,11,BUY
87500.0076,51.479195,0.0,0,1,1,0,32.04,0,1,31,0,9,BUY
87500.0021,39.725577,0.0,0,1,0,0,18.81,0,1,13,0,13,BUY
70000.0013,28.559822,1.0,0,1,1,0,27.9,1,1,40,0,11,BUY
17500.0042,43.974084,1.0,0,1,1,0,33.72,0,1,3,0,13,BUY
87500.0064,58.89757,1.0,0,1,1,1,11.16,0,1,2,0,9,BUY
42500.0024,58.389806,1.0,0,1,1,0,28.71,0,1,19,0,17,BUY
87500.0073,55.977184,1.0,0,1,1,0,56.699999999999996,0,1,1,0,9,BUY
17500.0083,48.566822,0.0,0,1,1,0,7.0,0,1,9,0,7,BUY
87500.0057,53.311654999999995,0.0,0,0,0,0,2.5500000000000007,0,1,2,0,9,BUY
47500.0006,55.444602217787796,0.0,0,0,1,0,17.0,0,1,23,0,11,BUY
32500.0065,39.812113000000004,1.0,0,1,0,0,33.11,0,1,42,0,8,BUY
17500.0026,41.560437,0.0,0,0,1,0,9.559999999999999,0,1,423,1,9,BUY
17500.0048,89.729646,0.0,0,1,1,0,2.76,0,1,2,0,11,BUY
80372.1797753994,28.058056999999998,1.0,0,0,0,0,61.38,1,1,11,0,12,BUY
87500.0088,33.314755,1.0,0,1,0,0,46.620000000000005,1,1,22,0,8,BUY
125000.0095,53.649473,1.0,0,1,1,1,55.26,0,1,33,0,6,BUY
70000.0012,47.472795,1.0,0,1,0,0,59.76,0,1,121,1,8,BUY
52500.0053,40.897839,1.0,0,1,1,0,12.0,0,1,9,0,12,BUY
32500.0056,55.4496022177878,0.0,0,1,1,0,6.4399999999999995,0,1,9,0,14,BUY
52500.0083,41.062373,0.0,0,1,1,1,1.6799999999999997,0,1,8,0,14,BUY
80372.1784753994,55.4460022177878,1.0,0,0,0,0,37.8,0,1,44,0,8,BUY
42500.0029,48.561422,1.0,0,0,1,0,4.65,0,1,7,0,11,BUY
125000.0041,46.810397,1.0,0,1,1,1,15.3,0,1,9,0,19,BUY
17500.0009,55.557368000000004,1.0,0,1,1,1,19.11,0,1,8,0,17,BUY
47500.0008,29.640773000000003,1.0,0,1,1,1,25.22,1,1,41,0,9,BUY
37500.0015,51.971384,1.0,0,1,1,0,22.35,0,1,21,0,8,BUY
37500.0082,43.394921000000004,1.0,0,1,1,0,2.880000000000001,0,1,8,0,6,BUY
37500.0054,42.477679,1.0,0,0,1,0,30.9,0,1,28,0,9,BUY
70000.0061,60.73163,1.0,0,1,1,1,36.480000000000004,0,1,32,0,7,BUY
87500.003,57.642973,0.0,0,1,1,1,10.64,0,1,1,0,11,BUY
70000.0021,55.4461022177878,1.0,0,1,0,0,36.54,0,1,8,0,15,BUY
87500.0085,45.481463999999995,1.0,0,1,1,1,25.02,0,1,34,0,11,BUY
87500.0056,44.974799000000004,1.0,0,1,1,1,29.52,0,1,18,0,7,BUY
70000.0052,35.895686000000005,1.0,0,1,1,0,55.08,0,1,34,0,11,BUY
80372.17687539941,30.387805999999998,0.0,0,1,1,0,24.7,1,1,41,0,10,BUY
57500.0057,55.449702217787795,0.0,0,0,1,0,17.04,0,1,27,0,6,BUY
125000.0038,43.894286,0.0,0,1,1,1,46.349999999999994,0,1,37,0,11,BUY
80372.1852753994,55.4528022177878,0.0,0,0,1,0,19.2,0,1,38,0,6,BUY
80372.17907539941,55.4466022177878,0.0,0,0,0,0,28.5,0,1,18,0,8,BUY
80372.1859753994,55.4535022177878,0.0,0,1,0,0,19.439999999999998,0,1,13,0,13,BUY
37500.0095,47.062204,1.0,0,1,1,0,61.02,0,1,44,0,6,BUY
22500.0001,71.471695,1.0,0,1,0,0,4.12,0,1,7,0,15,BUY
70000.001,58.558153,1.0,0,1,1,0,34.06,0,1,32,0,11,BUY
87500.0012,41.559037,0.0,0,1,1,0,21.71,0,1,23,0,12,BUY
5000.0069,67.730377,1.0,0,1,0,0,7.05,0,1,362,1,11,BUY
125000.0038,55.447802217787796,0.0,0,0,1,0,37.239999999999995,0,1,41,0,16,BUY
225000.0073,49.565137,1.0,0,1,1,0,40.68,0,1,25,0,8,BUY
70000.0097,62.97753,1.0,0,1,0,0,28.73,0,1,44,0,6,BUY
57500.0018,34.30707,0.0,0,1,1,0,9.24,0,1,9,0,17,BUY
5000.007,45.479963999999995,1.0,0,1,0,1,26.4,0,1,35,0,6,BUY
5000.0059,55.449902217787795,0.0,0,1,0,0,3.0,0,1,8,0,15,BUY
22500.0006,44.893139,0.0,0,1,0,0,1.4,0,1,3,0,14,BUY
17500.0013,65.307255,0.0,0,0,1,0,0.040000000000000036,0,1,7,0,16,BUY
47500.0094,67.14697699999999,0.0,0,0,1,1,0.45999999999999996,0,1,2,0,9,BUY
250000.0031,78.642388,0.0,0,1,1,0,6.24,0,1,9,0,7,BUY
70000.0094,32.398175,1.0,0,1,0,0,50.58,1,1,26,0,10,BUY
42500.003,54.560153,1.0,0,1,0,1,29.1,0,1,41,0,11,BUY
32500.0059,48.394675,1.0,0,1,0,1,37.32,0,1,397,1,11,BUY
62500.0057,55.449702217787795,1.0,0,0,1,0,62.1,0,1,30,0,10,BUY
87500.0082,50.146461,1.0,0,1,1,0,34.92,0,1,26,0,9,BUY
32500.0049,75.974784,0.0,0,1,0,0,0.21999999999999997,0,1,1,0,10,BUY
70000.0016,47.640204000000004,0.0,0,1,1,0,19.28,0,1,40,0,10,BUY
225000.0049,50.811197,1.0,0,1,1,1,54.17999999999999,0,1,20,0,8,BUY
42500.0069,55.4509022177878,1.0,0,1,1,0,43.400000000000006,0,1,25,0,11,BUY
57500.0084,58.395806,1.0,0,1,1,1,21.560000000000002,0,1,38,0,11,BUY
70000.0042,35.809813,1.0,0,1,1,0,58.14,0,1,40,0,7,BUY
37500.0095,62.566653,1.0,0,1,1,1,1.6799999999999997,0,1,3,0,10,BUY
70000.0085,38.228896999999996,0.0,0,0,1,0,32.67,0,1,23,0,9,BUY
17500.0025,81.971015,0.0,0,1,1,1,2.6,0,1,2,0,7,BUY
80372.18427539941,48.062557000000005,0.0,0,0,1,0,26.6,0,1,25,0,6,BUY
62500.0042,46.561353,1.0,0,1,1,0,43.019999999999996,0,1,19,0,10,BUY
17500.0061,57.974615,1.0,0,1,1,0,1.54,0,1,3,0,6,BUY
37500.0036,50.141861,1.0,0,1,1,0,42.45,0,1,397,1,6,BUY
57500.0025,51.222212999999996,0.0,0,1,0,0,13.68,0,1,432,1,8,BUY
125000.0015,45.140446,1.0,0,1,1,1,20.88,0,1,37,0,11,BUY
87500.0065,47.478095,1.0,0,1,1,1,61.38,0,1,25,0,7,BUY
87500.0024,43.473995,1.0,0,1,0,1,47.160000000000004,0,1,12,0,11,BUY
57500.0041,55.4481022177878,1.0,0,0,1,0,19.26,0,1,31,0,9,BUY
62500.0071,43.730577000000004,1.0,0,0,1,1,48.42,0,1,42,0,10,BUY
70000.0051,52.974299,0.0,0,0,0,0,18.27,0,1,23,0,9,BUY
80372.1807753994,38.224697,1.0,0,0,1,0,54.17999999999999,0,1,20,0,11,BUY
37500.0024,66.389806,0.0,0,1,1,0,6.98,0,1,9,0,15,BUY
27500.0082,50.899370000000005,1.0,0,1,1,0,41.47,0,1,6,0,18,BUY
12500.009,57.147946,1.0,0,0,1,0,18.9,0,1,21,0,6,BUY
80372.18487539941,55.4524022177878,0.0,0,1,1,0,24.24,0,1,34,0,11,BUY
5000.0064,43.896886,1.0,0,1,0,0,17.28,0,1,37,0,11,BUY
80372.17907539941,32.309239,1.0,0,0,1,0,43.56,1,1,37,0,11,BUY
80372.1785753994,55.4461022177878,0.0,0,0,1,0,31.8,0,1,33,0,10,BUY
42500.0079,52.481548,1.0,0,1,0,1,48.78,0,1,40,0,11,BUY
22500.0033,42.894470000000005,1.0,0,1,0,1,11.04,0,1,7,0,9,BUY
87500.0044,45.811381999999995,1.0,0,1,1,1,30.96,0,1,27,0,8,BUY
70000.0005,38.639788,1.0,0,1,1,0,31.32,0,1,33,0,11,BUY
87500.0074,50.394805999999996,1.0,0,1,1,0,24.3,0,1,41,0,9,BUY
32500.0048,62.225197,1.0,0,1,0,0,10.92,0,1,8,0,17,BUY
62500.0052,55.4492022177878,1.0,0,1,1,0,17.64,0,1,36,0,6,BUY
57500.0058,60.394575,1.0,0,1,1,0,24.57,0,1,43,0,10,BUY
57500.0077,68.815366,0.0,0,1,1,1,3.45,0,1,469,1,7,BUY
37500.0065,31.645104,0.0,1,0,1,0,1.08,1,1,8,0,7,BUY
80372.1810753994,45.225681,0.0,0,0,1,0,32.519999999999996,0,1,43,0,10,BUY
12500.0081,55.4521022177878,1.0,0,1,0,0,11.760000000000002,0,1,8,0,14,BUY
27500.0016,64.894139,0.0,0,1,1,0,0.22999999999999998,0,1,7,0,13,BUY
57500.0012,46.473479,1.0,0,1,1,0,47.339999999999996,0,1,38,0,6,BUY
87500.0097,46.733862,1.0,0,1,1,1,22.14,0,1,23,0,6,BUY
12500.0079,88.22966600000001,1.0,0,1,0,0,2.64,0,1,2,0,7,BUY
70000.0018,37.140746,0.0,0,0,1,0,18.200000000000003,0,1,42,0,8,BUY
125000.0015,46.30677,1.0,0,1,1,0,24.12,0,1,21,0,8,BUY
70000.0038,32.644456999999996,1.0,0,1,1,0,36.72,1,1,27,0,9,BUY
12500.0064,47.059104,1.0,0,1,1,1,36.839999999999996,0,1,40,0,9,BUY
47500.0074,46.813697,0.0,0,1,1,1,22.12,0,1,41,0,6,BUY
70000.0094,41.901255,0.0,0,1,1,1,12.87,0,1,8,0,16,BUY
87500.001,37.055073,1.0,0,0,1,1,28.799999999999997,0,1,285,1,6,BUY
12500.0031,50.894270000000006,1.0,0,1,1,0,35.16,0,1,21,0,7,BUY
57500.0092,41.734046,0.0,0,1,1,0,8.37,0,1,420,1,10,BUY
80372.18177539941,43.728777,1.0,0,0,1,0,19.26,0,1,44,0,8,BUY
62500.0032,45.728046,1.0,0,1,1,0,39.239999999999995,0,1,25,0,11,BUY
42500.0068,54.060188,0.0,0,1,0,0,2.58,0,1,7,0,6,BUY
70000.0013,45.055373,1.0,0,1,1,1,31.68,0,1,38,0,11,BUY
27500.0005,39.970384,0.0,0,1,1,1,9.629999999999999,0,1,5,0,9,BUY
125000.0072,61.146145999999995,0.0,0,1,1,1,11.969999999999999,0,1,2,0,7,BUY
87500.0098,39.566268,1.0,0,1,1,1,3.5999999999999996,0,1,8,0,7,BUY
62500.0052,33.563037,1.0,0,1,1,0,2.700000000000001,1,1,7,0,13,BUY
57500.002,55.4460022177878,1.0,0,0,1,0,26.1,0,1,37,0,10,BUY
80372.18047539941,34.224396999999996,1.0,0,0,0,0,42.120000000000005,0,1,36,0,6,BUY
80372.17967539941,55.4472022177878,0.0,0,0,0,0,21.4,0,1,17,0,13,BUY
125000.0061,47.058804,1.0,0,1,1,0,35.82,0,1,28,0,8,BUY
125000.0044,57.729245999999996,0.0,0,1,1,1,25.919999999999998,0,1,24,0,10,BUY
80372.1775753994,55.4451022177878,1.0,0,0,0,0,49.5,0,1,23,0,7,BUY
80372.18117539941,55.4487022177878,0.0,0,0,1,0,35.53,0,1,19,0,9,BUY
12500.003,53.894855,1.0,0,1,1,1,35.16,0,1,30,0,10,BUY
80372.1794753994,54.141261,0.0,0,0,0,0,36.36,0,1,18,0,7,BUY
250000.0036,46.642888,1.0,0,1,1,1,24.48,0,1,30,0,11,BUY
17500.0072,71.81281299999999,0.0,0,1,1,0,2.7800000000000002,0,1,7,0,9,BUY
125000.0003,48.892839,1.0,0,1,1,1,25.02,0,1,40,0,9,BUY
37500.0091,60.901638999999996,1.0,0,1,1,0,18.34,0,1,27,0,10,BUY
52500.0003,57.640273,1.0,0,1,1,0,22.96,0,1,9,0,14,BUY
80372.1772753994,55.444802217787796,0.0,0,0,1,0,25.2,0,1,30,0,8,BUY
250000.0034,30.056788,0.0,0,0,1,0,28.990000000000002,1,1,21,0,8,BUY
57500.0069,54.898070000000004,1.0,0,1,1,0,47.7,0,1,36,0,10,BUY
17500.0025,55.446502217787796,1.0,0,0,1,0,24.4,0,1,18,0,7,BUY
87500.0004,46.387806,1.0,0,1,1,1,45.900000000000006,0,1,37,0,9,BUY
70000.0029,32.972099,1.0,0,0,1,0,32.58,1,1,25,0,11,BUY
47500.0018,33.38989,1.0,0,1,1,1,39.0,1,1,39,0,8,BUY
62500.0038,36.896339,1.0,0,1,1,0,53.64,0,1,35,0,8,BUY
80372.18357539941,43.812713,0.0,0,0,1,0,41.3,0,1,43,0,10,BUY
32500.006,33.730846,1.0,0,0,0,0,23.979999999999997,1,1,13,0,10,BUY
47500.003,42.223397,1.0,0,1,1,0,34.650000000000006,0,1,26,0,11,BUY
250000.0047,47.309286,1.0,0,1,1,1,49.5,0,1,40,0,9,BUY
70000.0097,31.815313,1.0,0,1,1,0,52.56,1,1,515,1,7,BUY
62500.0007,53.640673,0.0,0,0,1,0,16.880000000000003,0,1,44,0,9,BUY
125000.0077,54.731862,1.0,0,1,1,1,46.44,0,1,26,0,11,BUY
47500.0094,79.815013,0.0,0,1,1,1,3.29,0,1,504,1,6,BUY
70000.0024,90.64168799999999,1.0,0,1,1,0,17.5,0,1,28,0,13,BUY
32500.0082,46.565353,1.0,0,1,1,0,28.73,0,1,38,0,11,BUY
80372.1806753994,55.448202217787795,0.0,0,0,1,0,33.11,0,1,30,0,9,BUY
32500.0052,43.561668000000004,0.0,0,0,1,0,1.4,0,1,4,0,17,BUY
250000.0017,51.892186,1.0,0,1,1,0,14.94,0,1,9,0,17,BUY
62500.0086,42.480879,1.0,0,1,1,0,23.04,0,1,19,0,10,BUY
32500.0077,54.97553,0.0,0,0,0,0,16.799999999999997,0,1,22,0,8,BUY
125000.0076,42.145861,1.0,0,1,1,0,16.38,0,1,25,0,7,BUY
70000.0057,63.896186,0.0,0,0,0,0,1.1600000000000001,0,1,2,0,10,BUY
80372.1788753994,55.4464022177878,0.0,0,0,0,0,14.5,0,1,1,0,8,BUY
37500.007,34.394406,1.0,0,1,1,0,45.36,0,1,32,0,6,BUY
87500.0046,54.476879000000004,0.0,0,1,1,0,32.55,0,1,218,1,6,BUY
125000.0025,34.222896999999996,0.0,0,1,1,0,7.93,0,1,499,1,7,BUY
125000.0041,73.31005499999999,0.0,0,1,1,1,11.36,0,1,2,0,11,BUY
57500.0063,51.143877,1.0,0,1,1,1,19.26,0,1,23,0,10,BUY
42500.0017,61.222781,0.0,0,1,0,0,4.18,0,1,5,0,9,BUY
125000.0084,52.482048,0.0,0,1,1,1,54.72,0,1,25,0,8,BUY
80372.17927539941,55.4468022177878,0.0,0,1,1,0,18.7,0,1,18,0,7,BUY
87500.0026,39.726077000000004,1.0,0,1,1,0,58.5,0,1,8,0,16,BUY
87500.0015,36.308139,1.0,0,1,1,0,11.52,0,1,190,1,10,BUY
125000.0016,69.38969,0.0,0,1,1,0,18.84,0,1,2,0,8,BUY
12500.0043,89.729146,0.0,0,1,0,0,0.31000000000000005,0,1,1,0,8,BUY
62500.0033,47.808913000000004,1.0,0,1,1,1,16.2,0,1,7,0,19,BUY
47500.0089,30.396306,1.0,0,1,1,0,28.84,1,1,18,0,7,BUY
87500.0081,46.31337,1.0,0,1,1,1,50.58,0,1,35,0,10,BUY
37500.0088,39.732277,1.0,0,1,1,0,22.96,0,1,29,0,10,BUY
17500.0008,33.473763999999996,1.0,0,0,1,0,15.7,1,1,8,0,9,BUY
80372.1822753994,55.4498022177878,0.0,0,0,1,0,6.4799999999999995,0,1,2,0,6,BUY
57500.0091,41.063173,1.0,0,1,1,1,32.04,0,1,34,0,8,BUY
57500.0003,55.4443022177878,0.0,0,0,1,0,16.939999999999998,0,1,35,0,7,BUY
80372.17937539941,47.307486,0.0,0,1,1,0,32.4,0,1,18,0,10,BUY
42500.0005,49.969015,1.0,0,1,1,0,18.06,0,1,35,0,7,BUY
70000.004,58.643288,1.0,0,1,1,0,18.06,0,1,8,0,7,BUY
52500.0051,54.644388,0.0,1,0,1,0,17.46,0,1,32,0,10,BUY
22500.0097,36.978899000000006,0.0,1,0,1,0,13.04,0,1,9,0,6,BUY
87500.0096,69.978115,0.0,0,1,1,0,7.300000000000001,0,1,1,0,9,BUY
47500.0079,41.228981,1.0,0,1,1,1,51.480000000000004,0,1,26,0,9,BUY
70000.0036,40.310238999999996,1.0,0,1,1,0,53.64,0,1,20,0,7,BUY
70000.0021,39.139677,1.0,0,1,1,0,41.94,0,1,22,0,7,BUY
80372.1788753994,55.4464022177878,0.0,0,0,1,0,25.1,0,1,37,0,9,BUY
125000.0089,40.315538999999994,1.0,0,1,1,0,46.08,0,1,32,0,9,BUY
70000.0011,49.140046,1.0,0,0,1,0,45.36,0,1,18,0,6,BUY
62500.0096,78.397006,0.0,0,1,1,0,3.92,0,1,2,0,11,BUY
62500.0036,52.562122,0.0,0,0,1,0,14.58,0,1,8,0,15,BUY
57500.0031,55.4471022177878,0.0,0,1,1,0,14.16,0,1,7,0,17,BUY
47500.0065,35.896986000000005,1.0,0,1,1,0,32.2,0,1,32,0,10,BUY
12500.0083,62.647588,0.0,0,1,0,1,1.58,0,1,8,0,12,BUY
125000.003,42.056388,1.0,0,1,1,1,50.94,0,1,29,0,11,BUY
27500.0037,39.475295,1.0,1,0,1,0,15.1,0,1,7,0,7,BUY
57500.0019,55.725377,1.0,0,0,1,1,36.010000000000005,0,1,40,0,9,BUY
80372.18417539941,45.899555,0.0,0,0,0,0,45.5,0,1,41,0,11,BUY
17500.0027,58.641988,0.0,0,1,1,0,3.3200000000000003,0,1,7,0,13,BUY
47500.0099,54.397306,0.0,1,0,1,0,24.150000000000002,0,1,21,0,9,BUY
17500.0093,47.146877,1.0,0,1,1,0,36.53,0,1,36,0,9,BUY
70000.0074,39.563868,1.0,0,1,1,0,35.82,0,1,15,0,15,BUY
80372.1861753994,37.978215,1.0,0,0,1,1,48.96,0,1,26,0,7,BUY
32500.004,42.89517,1.0,0,1,1,1,16.32,0,1,23,0,11,BUY
80372.18297539941,55.4505022177878,0.0,0,0,1,0,14.879999999999999,0,1,2,0,6,BUY
225000.0021,33.893955,1.0,0,0,1,0,38.879999999999995,1,1,28,0,8,BUY
80372.1797753994,55.4473022177878,0.0,0,0,1,0,25.6,0,1,10,0,17,BUY
57500.0004,55.4444022177878,1.0,0,1,1,1,14.22,0,1,8,0,7,BUY
32500.0036,41.224681,1.0,0,1,0,0,15.84,0,1,6,0,14,BUY
250000.0076,61.814581999999994,1.0,0,1,1,1,16.2,0,1,44,0,9,BUY
32500.0008,50.640088,1.0,0,1,1,0,3.7399999999999993,0,1,7,0,19,BUY
87500.0093,64.56782199999999,0.0,0,1,1,0,17.22,0,1,39,0,11,BUY
52500.0095,39.732977000000005,0.0,1,0,1,1,15.600000000000001,0,1,4,0,10,BUY
62500.0025,52.643156999999995,0.0,0,1,1,0,26.64,0,1,15,0,17,BUY
47500.0038,41.39189,0.0,0,1,1,1,5.94,0,1,9,0,14,BUY
62500.0088,84.56732199999999,0.0,0,1,1,0,1.28,0,1,5,0,6,BUY
5000.0018,86.474079,0.0,0,1,1,0,2.73,0,1,500,1,10,BUY
22500.0099,84.14953,1.0,0,0,0,0,1.3199999999999998,0,1,1,0,6,BUY
87500.008,47.564468000000005,1.0,0,1,1,1,37.8,0,1,34,0,11,BUY
57500.0057,54.477979,0.0,0,1,1,0,14.309999999999999,0,1,9,0,17,BUY
70000.0044,37.310354999999994,1.0,0,1,1,1,50.76,0,1,21,0,7,BUY
32500.0028,55.4468022177878,0.0,0,0,0,0,7.83,0,1,9,0,15,BUY
62500.0071,78.731262,0.0,0,1,1,0,6.36,0,1,4,0,11,BUY
87500.006,47.896486,1.0,0,1,1,1,47.339999999999996,0,1,35,0,8,BUY
57500.0088,43.814413,1.0,0,1,1,0,31.68,0,1,28,0,7,BUY
70000.0038,55.447802217787796,1.0,0,1,0,0,39.06,0,1,27,0,8,BUY
87500.0057,46.059087999999996,1.0,0,1,1,1,40.86,0,1,10,0,19,BUY
62500.0087,38.89987,1.0,0,1,1,0,56.160000000000004,0,1,40,0,7,BUY
70000.0061,35.392821000000005,1.0,0,1,1,1,37.260000000000005,0,1,37,0,10,BUY
17500.0091,45.148045999999994,1.0,0,1,1,0,24.310000000000002,0,1,22,0,6,BUY
70000.0012,48.970399,1.0,1,0,1,1,20.88,0,1,39,0,8,BUY
125000.0036,57.728446,1.0,0,1,1,0,59.4,0,1,2,0,9,BUY
12500.0049,46.143161,0.0,0,1,0,0,8.879999999999999,0,1,3,0,15,BUY
80372.17987539941,55.4474022177878,0.0,0,0,1,0,33.4,0,1,27,0,11,BUY
47500.006,55.4500022177878,1.0,0,1,1,0,38.78,0,1,27,0,10,BUY
32500.0023,48.642956999999996,0.0,0,1,1,0,13.76,0,1,7,0,10,BUY
62500.0025,49.308454999999995,1.0,0,1,1,0,18.9,0,1,20,0,11,BUY
27500.0025,34.808797,0.0,0,1,1,0,4.41,0,1,6,0,7,BUY
70000.0037,31.056403999999997,1.0,0,1,1,0,50.4,1,1,13,0,16,BUY
37500.0073,49.146246,1.0,0,1,1,1,1.5,0,1,7,0,12,BUY
87500.0024,43.389121,1.0,0,1,1,1,49.86,0,1,10,0,15,BUY
17500.0074,46.975229999999996,1.0,1,0,1,1,15.99,0,1,4,0,14,BUY
47500.0073,40.396075,1.0,0,1,1,0,42.56,0,1,7,0,19,BUY
125000.0031,55.4471022177878,0.0,0,0,1,0,21.97,0,1,42,0,6,BUY
22500.0001,83.556568,0.0,0,0,1,0,1.63,0,1,1,0,7,BUY
125000.0091,49.230180999999995,0.0,0,1,1,0,32.58,0,1,21,0,6,BUY
57500.0094,34.566553,0.0,0,1,1,1,23.759999999999998,0,1,28,0,11,BUY
